time,latitude,longitude,DHW
2025-08-02T12:00:00Z,-24.425,151.375,0.0
2025-08-02T12:00:00Z,-24.425,151.425,0.0
2025-08-02T12:00:00Z,-24.425,151.475,0.0
2025-08-02T12:00:00Z,-24.425,151.525,0.0
2025-08-02T12:00:00Z,-24.425,151.575,0.0
2025-08-02T12:00:00Z,-24.425,151.625,0.0
2025-08-02T12:00:00Z,-24.425,151.675,0.0
2025-08-02T12:00:00Z,-24.425,151.725,0.0
2025-08-02T12:00:00Z,-24.425,151.775,0.0
2025-08-02T12:00:00Z,-24.425,151.825,0.0
2025-08-02T12:00:00Z,-24.425,151.875,0.0
2025-08-02T12:00:00Z,-24.425,151.925,0.0
2025-08-02T12:00:00Z,-24.425,151.975,0.017142857142857158
2025-08-02T12:00:00Z,-24.425,152.025,0.031428571428571424
2025-08-02T12:00:00Z,-24.425,152.075,0.06571428571428571
2025-08-02T12:00:00Z,-24.425,152.125,0.10428571428571429
2025-08-02T12:00:00Z,-24.425,152.175,0.19142857142857145
2025-08-02T12:00:00Z,-24.425,152.225,0.2785714285714285
2025-08-02T12:00:00Z,-24.425,152.275,0.34857142857142864
2025-08-02T12:00:00Z,-24.425,152.325,0.4114285714285714
2025-08-02T12:00:00Z,-24.425,152.375,0.46714285714285714
2025-08-02T12:00:00Z,-24.425,152.425,0.5328571428571429
2025-08-02T12:00:00Z,-24.425,152.475,0.6271428571428572
2025-08-02T12:00:00Z,-24.425,152.525,0.6971428571428572
2025-08-02T12:00:00Z,-24.425,152.575,0.7671428571428572
2025-08-02T12:00:00Z,-24.425,152.625,0.8157142857142858
2025-08-02T12:00:00Z,-24.425,152.675,0.91
2025-08-02T12:00:00Z,-24.425,152.725,1.042857142857143
2025-08-02T12:00:00Z,-24.425,152.775,1.1985714285714286
2025-08-02T12:00:00Z,-24.425,152.825,1.3471428571428572
2025-08-02T12:00:00Z,-24.425,152.875,1.4728571428571429
2025-08-02T12:00:00Z,-24.425,152.925,1.5757142857142858
2025-08-02T12:00:00Z,-24.425,152.975,1.7442857142857144
2025-08-02T12:00:00Z,-24.425,153.025,1.9442857142857142
2025-08-02T12:00:00Z,-24.425,153.075,2.197142857142857
2025-08-02T12:00:00Z,-24.425,153.125,2.565714285714286
2025-08-02T12:00:00Z,-24.425,153.175,2.87
2025-08-02T12:00:00Z,-24.425,153.225,2.9885714285714284
2025-08-02T12:00:00Z,-24.425,153.275,2.9200000000000004
2025-08-02T12:00:00Z,-24.425,153.325,2.5342857142857143
2025-08-02T12:00:00Z,-24.425,153.375,2.0885714285714285
2025-08-02T12:00:00Z,-24.425,153.425,1.635714285714286
2025-08-02T12:00:00Z,-24.425,153.475,1.3671428571428572
2025-08-02T12:00:00Z,-24.425,153.525,1.237142857142857
2025-08-02T12:00:00Z,-24.425,153.575,1.205714285714286
2025-08-02T12:00:00Z,-24.425,153.625,1.2114285714285715
2025-08-02T12:00:00Z,-24.425,153.675,1.27
2025-08-02T12:00:00Z,-24.425,153.725,1.35
2025-08-02T12:00:00Z,-24.425,153.775,1.4157142857142857
2025-08-02T12:00:00Z,-24.425,153.825,1.5185714285714285
2025-08-02T12:00:00Z,-24.425,153.875,1.6085714285714285
2025-08-02T12:00:00Z,-24.425,153.925,1.6328571428571428
2025-08-02T12:00:00Z,-24.425,153.975,1.6228571428571428
2025-08-02T12:00:00Z,-24.425,154.025,1.5957142857142856
2025-08-02T12:00:00Z,-24.375,142.475,0.0
2025-08-02T12:00:00Z,-24.375,142.525,0.0
2025-08-02T12:00:00Z,-24.375,142.575,0.0
